formatted_date,high,low,open,close,volume,adjclose,open:10 days rolling,open:30 days rolling,open:50 days rolling
2010-08-10,1.309999942779541,1.254667043685913,1.309999942779541,1.2686669826507568,19219500,1.2686669826507568,1.3744001030921935,1.357711136341095,1.357711136341095
2010-08-11,1.2586669921875,1.190000057220459,1.246000051498413,1.1933330297470093,11964000,1.1933330297470093,1.3620001077651978,1.35702223777771,1.354107552959073
2010-08-12,1.1933330297470093,1.1593329906463623,1.1866669654846191,1.1733330488204956,10365000,1.1733330488204956,1.3422001004219055,1.3392667015393576,1.3488750346004963
2010-08-13,1.2300000190734863,1.1773329973220825,1.2120000123977661,1.2213330268859863,9510000,1.2213330268859863,1.3287333965301513,1.3241111358006796,1.344727306654959
2010-08-16,1.2533329725265503,1.2173329591751099,1.2300000190734863,1.2519999742507935,7287000,1.2519999742507935,1.3150666952133179,1.3140000383059183,1.3413529746672685
2010-08-17,1.2933330535888672,1.2519999742507935,1.2640000581741333,1.2766669988632202,6718500,1.2766669988632202,1.301466703414917,1.3116889397303264,1.3391428913388934
2010-08-18,1.305999994277954,1.2400000095367432,1.305999994277954,1.2513329982757568,9019500,1.2513329982757568,1.28573340177536,1.3187778393427532,1.3382222553094227
2010-08-19,1.2833329439163208,1.222000002861023,1.2359999418258667,1.25266695022583,8686500,1.25266695022583,1.2657333970069886,1.3241111715634664,1.3354594900801375
2010-08-20,1.2740000486373901,1.2339999675750732,1.2433329820632935,1.273332953453064,4440000,1.273332953453064,1.2560666918754577,1.3264889359474181,1.3330351082902205
2010-08-23,1.3593330383300781,1.2666670083999634,1.2726670503616333,1.3420000076293945,16321500,1.3420000076293945,1.2506667017936706,1.3290222724278768,1.3314872093689747
2010-08-24,1.3140000104904175,1.2633329629898071,1.2833329439163208,1.2799999713897705,10096500,1.2799999713897705,1.2480000019073487,1.3331556042035422,1.3302833527326583
2010-08-25,1.3320000171661377,1.237333059310913,1.2773330211639404,1.3266669511795044,7549500,1.3266669511795044,1.2511332988739015,1.3358667055765787,1.3289918812309824
2010-08-26,1.3513330221176147,1.3066669702529907,1.3259999752044678,1.3166669607162476,6507000,1.3166669607162476,1.2650665998458863,1.3357556064923604,1.328920645373208
2010-08-27,1.324666976928711,1.2999999523162842,1.3166669607162476,1.3133330345153809,5694000,1.3133330345153809,1.2755332946777345,1.3336445053418478,1.3286356759625813
2010-08-30,1.3459999561309814,1.307332992553711,1.3133330345153809,1.324666976928711,10992000,1.324666976928711,1.2838665962219238,1.3299333731333414,1.328287888656963
2010-08-31,1.3193329572677612,1.2886669635772705,1.3106670379638672,1.2986669540405273,3016500,1.2986669540405273,1.2885332942008971,1.3250667095184325,1.3278963141971165
2010-09-01,1.3793330192565918,1.3066669702529907,1.3079999685287476,1.363332986831665,7423500,1.363332986831665,1.2887332916259766,1.3227556069691977,1.3274637849434563
2010-09-02,1.4160000085830688,1.3539999723434448,1.3580000400543213,1.4040000438690186,7306500,1.4040000438690186,1.300933301448822,1.3224667072296143,1.3281134924990066
2010-09-03,1.4199999570846558,1.3773330450057983,1.391332983970642,1.4033329486846924,6519000,1.4033329486846924,1.315733301639557,1.321755572160085,1.329430565237999
2010-09-07,1.399999976158142,1.3666670322418213,1.3739999532699585,1.369333028793335,3651000,1.369333028793335,1.3258665919303894,1.3197778026262919,1.33034014458559
2010-09-08,1.3966670036315918,1.3733329772949219,1.3773330450057983,1.3933329582214355,4326000,1.3933329582214355,1.3352666020393371,1.3192222356796264,1.3312800025939941
2010-09-09,1.4033329486846924,1.3793330192565918,1.399999976158142,1.380666971206665,5643000,1.380666971206665,1.3475332975387573,1.3202222347259522,1.3339466619491578
2010-09-10,1.3953330516815186,1.3173329830169678,1.3833329677581787,1.3446669578552246,5799000,1.3446669578552246,1.3532665967941284,1.3201777656873068,1.3272266602516174
2010-09-13,1.3933329582214355,1.3666670322418213,1.3926670551300049,1.3813329935073853,5412000,1.3813329935073853,1.3608666062355042,1.3217110991477967,1.3217466616630553
2010-09-14,1.440000057220459,1.3686670064926147,1.369333028793335,1.4079999923706055,9820500,1.4079999923706055,1.3664666056632995,1.3217999656995139,1.3184666633605957
2010-09-15,1.4666670560836792,1.3860000371932983,1.3986669778823853,1.4653329849243164,10269000,1.4653329849243164,1.3752665996551514,1.3217555324236552,1.3197733426094056
2010-09-16,1.5440000295639038,1.3893330097198486,1.476667046546936,1.3960000276565552,40267500,1.3960000276565552,1.3921333074569702,1.3222000002861023,1.3274400234222412
2010-09-17,1.4213329553604126,1.3200000524520874,1.401332974433899,1.348667025566101,17977500,1.348667025566101,1.396466600894928,1.3210444331169129,1.3339466834068299
2010-09-20,1.4233330488204956,1.343999981880188,1.378000020980835,1.4040000438690186,14212500,1.4040000438690186,1.3951333045959473,1.3223110993703207,1.3380666828155519
2010-09-21,1.4366669654846191,1.378000020980835,1.3926670551300049,1.3846670389175415,11940000,1.3846670389175415,1.397000014781952,1.3245111028353374,1.3419866847991944
2010-09-22,1.3966670036315918,1.3200000524520874,1.391332983970642,1.324666976928711,14443500,1.324666976928711,1.3984000086784363,1.3272222042083741,1.34662668466568
2010-09-23,1.3426669836044312,1.2999999523162842,1.3259999752044678,1.3040000200271606,10021500,1.3040000200271606,1.391000008583069,1.3298888683319092,1.3492266845703125
2010-09-24,1.3459999561309814,1.309999942779541,1.3300000429153442,1.340000033378601,8683500,1.340000033378601,1.3856667160987854,1.3346666375796,1.349240026473999
2010-09-27,1.3873330354690552,1.3366669416427612,1.3600000143051147,1.3686670064926147,6279000,1.3686670064926147,1.3824000120162965,1.3395999709765116,1.3488400268554688
2010-09-28,1.4326670169830322,1.3839999437332153,1.4026670455932617,1.4266669750213623,18217500,1.4266669750213623,1.385733413696289,1.3453555385271707,1.3484000277519226
2010-09-29,1.4686670303344727,1.408666968345642,1.4126670360565186,1.4653329849243164,29539500,1.4653329849243164,1.3871334195137024,1.3503111044565836,1.3475200295448304
2010-09-30,1.476667046546936,1.3459999561309814,1.4666670560836792,1.3606669902801514,32937000,1.3606669902801514,1.3861334204673768,1.3556666731834413,1.349306709766388
2010-10-01,1.3833329677581787,1.3539999723434448,1.3793330192565918,1.3733329772949219,8965500,1.3733329772949219,1.383933424949646,1.360444442431132,1.3495600295066834
2010-10-04,1.4113329648971558,1.3533329963684082,1.3619999885559082,1.3993330001831055,9654000,1.3993330001831055,1.3823334217071532,1.3644000093142192,1.348546688556671
2010-10-05,1.418666958808899,1.4006669521331787,1.409999966621399,1.4079999923706055,4980000,1.4079999923706055,1.3840667128562927,1.3689777731895447,1.3480800271034241
2010-10-06,1.4173330068588257,1.3546669483184814,1.4040000438690186,1.3639999628067017,4701000,1.3639999628067017,1.3853334188461304,1.3730000098546347,1.3482800269126891
2010-10-07,1.3760000467300415,1.3559999465942383,1.3713330030441284,1.3619999885559082,2115000,1.3619999885559082,1.3898667216300964,1.3761333425839741,1.3483066868782043
2010-10-08,1.3860000371932983,1.3593330383300781,1.3619999885559082,1.3619999885559082,4017000,1.3619999885559082,1.3930667161941528,1.3773333430290222,1.3478533458709716
2010-10-11,1.3799999952316284,1.3380000591278076,1.3626669645309448,1.3493330478668213,2568000,1.3493330478668213,1.393333411216736,1.378866676489512,1.3481733441352843
2010-10-12,1.3519999980926514,1.335332989692688,1.3466670513153076,1.3493330478668213,3660000,1.3493330478668213,1.3877334117889404,1.379977810382843,1.3477733445167541
2010-10-13,1.3899999856948853,1.3573329448699951,1.3760000467300415,1.369333028793335,4773000,1.369333028793335,1.3840667128562927,1.3821555773417156,1.3472933459281922
2010-10-14,1.4019999504089355,1.3600000143051147,1.399999976158142,1.3833329677581787,4422000,1.3833329677581787,1.377400004863739,1.3852222442626954,1.3460266852378846
2010-10-15,1.3933329582214355,1.350000023841858,1.3926670551300049,1.369333028793335,4270500,1.369333028793335,1.3787334084510803,1.3863778114318848,1.345160026550293
2010-10-18,1.3760000467300415,1.3480000495910645,1.3680000305175781,1.348667025566101,2442000,1.348667025566101,1.3793334126472474,1.3856000463167826,1.3457200264930724
2010-10-19,1.3606669902801514,1.3333330154418945,1.3466670513153076,1.3366669416427612,3678000,1.3366669416427612,1.3730001211166383,1.384688949584961,1.3461200284957886
2010-10-20,1.3793330192565918,1.3359999656677246,1.343999981880188,1.3766670227050781,4687500,1.3766670227050781,1.367000114917755,1.3835778474807738,1.3468000292778015
2010-10-21,1.3966670036315918,1.363332986831665,1.3739999532699585,1.3833329677581787,6256500,1.3833329677581787,1.3672668099403382,1.3827111800511678,1.3493600273132325
2010-10-22,1.3953330516815186,1.3700000047683716,1.3786669969558716,1.3813329935073853,2416500,1.3813329935073853,1.3689335107803344,1.382555647691091,1.3532000279426575
2010-10-25,1.3986669778823853,1.3819999694824219,1.3960000276565552,1.3899999856948853,1777500,1.3899999856948853,1.3722668170928956,1.3826667467753093,1.3568800282478333
2010-10-26,1.4579999446868896,1.3673330545425415,1.386667013168335,1.4240000247955322,9913500,1.4240000247955322,1.3762668132781983,1.383244546254476,1.3600133681297302
2010-10-27,1.425333023071289,1.3766670227050781,1.4166669845581055,1.399999976158142,5347500,1.399999976158142,1.3803335070610045,1.383844546477,1.3630667066574096
2010-10-28,1.4333330392837524,1.397333025932312,1.4259999990463257,1.4126670360565186,3363000,1.4126670360565186,1.382933509349823,1.3821556448936463,1.365466706752777
2010-10-29,1.4566669464111328,1.4033329486846924,1.4093329906463623,1.4559999704360962,4209000,1.4559999704360962,1.3846001029014587,1.3824223121007284,1.368933367729187
2010-11-01,1.5166670083999634,1.420667052268982,1.4626669883728027,1.4273329973220825,6837000,1.4273329973220825,1.3940667986869812,1.3852445443471273,1.373320047855377
2010-11-02,1.4586670398712158,1.4033329486846924,1.4453330039978027,1.4166669845581055,4837500,1.4166669845581055,1.4039333939552308,1.387000075976054,1.3767733669281006
2010-11-03,1.5,1.4106669425964355,1.418666958808899,1.4513330459594727,5589000,1.4513330459594727,1.4114000916481018,1.3879112084706624,1.379480047225952
2010-11-04,1.6886670589447021,1.476667046546936,1.5066670179367065,1.659999966621399,28110000,1.659999966621399,1.4246667981147767,1.3939334432284036,1.3840667271614076
2010-11-05,1.664667010307312,1.581333041191101,1.6579999923706055,1.6293330192565918,15165000,1.6293330192565918,1.45260009765625,1.4048667748769124,1.3907067275047302
2010-11-08,1.6666669845581055,1.6019999980926514,1.6333329677581787,1.6653330326080322,7642500,1.6653330326080322,1.4763333916664123,1.4139778733253479,1.3970400476455689
2010-11-09,1.7126669883728027,1.6033329963684082,1.6666669845581055,1.6419999599456787,14346000,1.6419999599456787,1.5043333888053894,1.4227778712908428,1.4041067266464233
2010-11-10,1.9980000257492065,1.6033329963684082,1.6319999694824219,1.957332968711853,45907500,1.957332968711853,1.525866687297821,1.4300889690717062,1.4105333852767945
2010-11-11,1.940000057220459,1.8220000267028809,1.9066669940948486,1.869333028793335,29179500,1.869333028793335,1.5739333868026733,1.4447556336720784,1.4225067257881165
2010-11-12,2.0333330631256104,1.8713330030441284,1.8833329677581787,1.9893330335617065,40936500,1.9893330335617065,1.621333384513855,1.4615556319554648,1.4330133843421935
2010-11-15,2.196000099182129,2.01466703414917,2.01466703414917,2.053333044052124,39343500,2.053333044052124,1.6765333890914917,1.4833112001419066,1.4454800653457642
2010-11-16,2.0933330059051514,1.8946670293807983,2.066667079925537,1.9780000448226929,20214000,1.9780000448226929,1.738666796684265,1.5052001039187113,1.4593334078788758
2010-11-17,2.049999952316284,1.9073330163955688,2.0133330821990967,1.965999960899353,11250000,1.965999960899353,1.798133409023285,1.5255112051963806,1.4720534086227417
2010-11-18,2.049333095550537,1.9279999732971191,2.0446670055389404,1.9926669597625732,14341500,1.9926669597625732,1.8519334077835083,1.5479556719462078,1.4849467492103576
2010-11-19,2.0913329124450684,1.9800000190734863,2.010667085647583,2.065999984741211,17257500,2.065999984741211,1.887200117111206,1.5695779085159303,1.4974934315681458
2010-11-22,2.2300000190734863,2.0999999046325684,2.1046669483184814,2.2266669273376465,22945500,2.2266669273376465,1.9343335151672363,1.594311241308848,1.5117334294319154
2010-11-23,2.378667116165161,2.1459999084472656,2.2193329334259033,2.3046669960021973,23667000,2.3046669960021973,1.9896001100540162,1.6234001040458679,1.5287334275245668
2010-11-24,2.3980000019073486,2.2886669635772705,2.351332902908325,2.3646669387817383,21375000,2.3646669387817383,2.0615334033966066,1.6559111992518107,1.5477867460250854
2010-11-26,2.4000000953674316,2.316667079925537,2.373332977294922,2.3546669483184814,5259000,2.3546669483184814,2.1082000017166136,1.6883556326230367,1.565720064640045
2010-11-29,2.396667003631592,2.2219998836517334,2.3606669902801514,2.2886669635772705,17184000,2.2886669635772705,2.155933403968811,1.7206222971280416,1.5849067449569703
2010-11-30,2.355333089828491,2.2273330688476562,2.249332904815674,2.355333089828491,33339000,2.355333089828491,2.1793999910354613,1.7500000596046448,1.602333402633667
2010-12-01,2.427999973297119,2.2300000190734863,2.3913331031799316,2.2899999618530273,19488000,2.2899999618530273,2.211866593360901,1.7848222613334657,1.6223067235946655
2010-12-02,2.2866671085357666,2.0799999237060547,2.2673330307006836,2.1566669940948486,30105000,2.1566669940948486,2.2372665882110594,1.8156000296274821,1.6398267245292664
2010-12-03,2.1500000953674316,2.058000087738037,2.134000062942505,2.0993330478668213,17401500,2.0993330478668213,2.246199893951416,1.840933366616567,1.655986726284027
2010-12-06,2.0966670513153076,1.9706670045852661,2.0899999141693115,2.02066707611084,19116000,2.02066707611084,2.254133176803589,1.864644463857015,1.6711867237091065
2010-12-07,2.1600000858306885,2.00333309173584,2.0326669216156006,2.1040000915527344,19669500,2.1040000915527344,2.246933174133301,1.8858666936556499,1.6846400618553161
2010-12-08,2.1659998893737793,2.101332902908325,2.1653330326080322,2.1579999923706055,9900000,2.1579999923706055,2.2415331840515136,1.911822227636973,1.6998933815956117
2010-12-09,2.181333065032959,2.109999895095825,2.167332887649536,2.136667013168335,6090000,2.136667013168335,2.223133182525635,1.9368444244066874,1.714986698627472
2010-12-10,2.194667100906372,2.0753331184387207,2.136667013168335,2.101332902908325,6441000,2.101332902908325,2.199466586112976,1.960533324877421,1.728386697769165
2010-12-13,2.118000030517578,2.0266671180725098,2.109333038330078,2.0366671085357666,6156000,2.0366671085357666,2.174333190917969,1.9838666598002115,1.7429866981506348
2010-12-14,2.0260000228881836,1.8506669998168945,2.0193328857421875,1.9019999504089355,26485500,1.9019999504089355,2.15133318901062,2.0024221897125245,1.7561333560943604
2010-12-15,1.9980000257492065,1.9019999504089355,1.9113329648971558,1.9733330011367798,11143500,1.9733330011367798,2.1033331751823425,2.0179555217425027,1.7661600160598754
2010-12-16,2.060667037963867,1.976667046546936,2.0,2.053999900817871,11851500,2.053999900817871,2.0765998721122743,2.037333289782206,1.7780800151824951
2010-12-17,2.1026670932769775,2.047333002090454,2.0893330574035645,2.0906670093536377,12195000,2.0906670093536377,2.07213317155838,2.056755491097768,1.7924400162696839
2010-12-20,2.1459999084472656,2.0840001106262207,2.109333038330078,2.113332986831665,7851000,2.113332986831665,2.0740664839744567,2.071799925963084,1.8073866772651672
2010-12-21,2.179332971572876,2.114000082015991,2.119999885559082,2.1506669521331787,11665500,2.1506669521331787,2.0827997803688048,2.0880221565564474,1.82253333568573
2010-12-22,2.190666913986206,2.113332986831665,2.1500000953674316,2.175333023071289,12499500,2.175333023071289,2.081266486644745,2.1041332602500917,1.8385999965667725
2010-12-23,2.1653330326080322,1.9946670532226562,2.0840001106262207,2.00600004196167,23289000,2.00600004196167,2.0729332089424135,2.1191999316215515,1.852759997844696
2010-12-27,1.9053330421447754,1.670667052268982,1.8680000305175781,1.7033330202102661,139528500,1.7033330202102661,2.0460665106773375,2.1179110328356425,1.8621199989318848
2010-12-28,1.7833329439163208,1.6666669845581055,1.7233330011367798,1.7606669664382935,60844500,1.7606669664382935,2.007466506958008,2.112577700614929,1.8687333178520202
2010-12-29,1.8673330545425415,1.7666670083999634,1.8020000457763672,1.848667025566101,49788000,1.848667025566101,1.9857332229614257,2.1054888010025024,1.8774133181571961
2010-12-30,1.8600000143051147,1.7586669921875,1.8466670513153076,1.7666670083999634,30616500,1.7666670083999634,1.979266631603241,2.098155466715495,1.8874133181571962
2010-12-31,1.8166669607162476,1.7666670083999634,1.7713329792022705,1.775333046913147,21268500,1.775333046913147,1.956399929523468,2.0900887966156008,1.8959599781036376
2011-01-03,1.7999999523162842,1.726667046546936,1.7893329858779907,1.7746670246124268,19245000,1.7746670246124268,1.9263999223709107,2.0815776626269025,1.9042666387557983
2011-01-04,1.7966669797897339,1.7346669435501099,1.7773330211639404,1.777999997138977,17811000,1.777999997138977,1.8931999206542969,2.0737998604774477,1.9122399592399597
2011-01-05,1.7933330535888672,1.746000051498413,1.7653330564498901,1.7886669635772705,21700500,1.7886669635772705,1.8577332377433777,2.0624887307484943,1.9196266198158265
2011-01-06,1.8666670322418213,1.7873330116271973,1.7886669635772705,1.858667016029358,30918000,1.858667016029358,1.8215999245643615,2.048133198420207,1.927666618824005
2011-01-07,1.9053330421447754,1.8600000143051147,1.8666670322418213,1.8826669454574585,33718500,1.8826669454574585,1.7998666167259216,2.03197766939799,1.9366666197776794
2011-01-10,1.9119999408721924,1.8700000047683716,1.878000020980835,1.8966670036315918,20140500,1.8966670036315918,1.8008666157722473,2.015466570854187,1.9457066202163695
2011-01-11,1.9140000343322754,1.7946670055389404,1.906000018119812,1.797333002090454,25653000,1.797333002090454,1.8191333174705506,2.000311005115509,1.9556399607658386
2011-01-12,1.8266669511795044,1.7680000066757202,1.8006670475006104,1.797333002090454,14466000,1.797333002090454,1.8190000176429748,1.9853554765383403,1.9623999619483947
2011-01-13,1.7979999780654907,1.74399995803833,1.797333002090454,1.7480000257492065,10854000,1.7480000257492065,1.8140666127204894,1.965555473168691,1.9694399619102478
2011-01-14,1.7719999551773071,1.707332968711853,1.7433329820632935,1.7166670560836792,17880000,1.7166670560836792,1.8112666130065918,1.948088804880778,1.9759332823753357
2011-01-18,1.7093329429626465,1.649999976158142,1.698667049407959,1.7093329429626465,24325500,1.7093329429626465,1.8022000193595886,1.9335777044296265,1.9797732830047607
2011-01-19,1.6979999542236328,1.5833330154418945,1.6846669912338257,1.6019999980926514,35572500,1.6019999980926514,1.792933416366577,1.9200666069984436,1.9803066229820252
2011-01-20,1.6299999952316284,1.4913330078125,1.6019999980926514,1.5080000162124634,34198500,1.5080000162124634,1.7766001105308533,1.905711042881012,1.9796799635887146
2011-01-21,1.5726670026779175,1.5140000581741333,1.5413329601287842,1.5360000133514404,18255000,1.5360000133514404,1.7518667101860046,1.884911040465037,1.977173283100128
2011-01-24,1.6540000438690186,1.5486669540405273,1.5686670541763306,1.6326669454574585,24676500,1.6326669454574585,1.7220667123794555,1.8649555126825967,1.9759066247940062
2011-01-25,1.6593329906463623,1.6013330221176147,1.6433329582214355,1.6453330516815186,19072500,1.6453330516815186,1.6986000061035156,1.8485110441843668,1.970639944076538
2011-01-26,1.658666968345642,1.6066670417785645,1.647333025932312,1.649999976158142,16198500,1.649999976158142,1.6727333068847656,1.833111043771108,1.9659199452400207
2011-01-27,1.6720000505447388,1.6353329420089722,1.6493330001831055,1.6613329648971558,13435500,1.6613329648971558,1.6575999021530152,1.820777714252472,1.9586132645606995
2011-01-28,1.658666968345642,1.5833330154418945,1.658666968345642,1.6006669998168945,15726000,1.6006669998168945,1.643733298778534,1.8123555143674215,1.9504532623291015
2011-01-31,1.6080000400543213,1.5666669607162476,1.6033329963684082,1.6066670417785645,12454500,1.6066670417785645,1.6297333002090455,1.7991332809130351,1.9422532606124878
2011-02-01,1.6486669778823853,1.5693329572677612,1.6206669807434082,1.593999981880188,10617000,1.593999981880188,1.6219332933425903,1.7835110783576966,1.9337732601165771
2011-02-02,1.6119999885559082,1.5779999494552612,1.6106669902801514,1.5959999561309814,8542500,1.5959999561309814,1.614533293247223,1.7668888767560322,1.9257732582092286
2011-02-03,1.5933330059051514,1.5433330535888672,1.5880000591278076,1.5753329992294312,7680000,1.5753329992294312,1.6131332993507386,1.749155549208323,1.915439920425415
2011-02-04,1.5779999494552612,1.5479999780654907,1.5626670122146606,1.5640000104904175,8160000,1.5640000104904175,1.615266704559326,1.7295777797698975,1.9023066020011903
2011-02-07,1.5506670475006104,1.525333046913147,1.5506670475006104,1.5379999876022339,13426500,1.5379999876022339,1.613466703891754,1.7118000109990439,1.8862932848930358
2011-02-08,1.6833330392837524,1.5333329439163208,1.585332989692688,1.6326669454574585,52573500,1.6326669454574585,1.6076667070388795,1.7023777763048809,1.8705332851409913
2011-02-09,1.6119999885559082,1.519333004951477,1.608667016029358,1.547333002090454,39534000,1.547333002090454,1.603800106048584,1.6985555768013,1.8554932856559754
2011-02-10,1.5759999752044678,1.5206669569015503,1.5506670475006104,1.5479999780654907,12541500,1.5479999780654907,1.5939335107803345,1.690177810192108,1.8415199685096741
2011-02-11,1.5833330154418945,1.5293329954147339,1.5499999523162842,1.5499999523162842,9517500,1.5499999523162842,1.5830668091773987,1.6802889068921407,1.824693305492401
2011-02-14,1.6093330383300781,1.536666989326477,1.5759999752044678,1.5386669635772705,19246500,1.5386669635772705,1.5803335070610047,1.6737778067588807,1.8108666443824768
2011-02-15,1.5446670055389404,1.503999948501587,1.534000039100647,1.5226670503616333,14305500,1.5226670503616333,1.5716668128967286,1.665266708532969,1.7988666439056396
2011-02-16,1.664667010307312,1.5379999876022339,1.5399999618530273,1.6486669778823853,61726500,1.6486669778823853,1.5646001100540161,1.6573556065559387,1.787866644859314
2011-02-17,1.6993329524993896,1.5700000524520874,1.6419999599456787,1.5733330249786377,39276000,1.5733330249786377,1.5700001001358033,1.6532445033391316,1.7800533056259156
2011-02-18,1.565999984741211,1.5306669473648071,1.5553330183029175,1.5453330278396606,35560500,1.5453330278396606,1.5692667007446288,1.6454667051633198,1.7678533053398133
2011-02-22,1.5333329439163208,1.4520000219345093,1.525333046913147,1.4579999446868896,30969000,1.4579999446868896,1.5667333006858826,1.6340889056523642,1.7550133085250854
2011-02-23,1.5,1.4073330163955688,1.4786670207977295,1.4553329944610596,24084000,1.4553329944610596,1.5560667037963867,1.6207778056462605,1.7418533086776733
2011-02-24,1.5053329467773438,1.4333330392837524,1.4520000219345093,1.5019999742507935,15829500,1.5019999742507935,1.540400004386902,1.6056444724400838,1.728706648349762
2011-02-25,1.590000033378601,1.512666940689087,1.5206669569015503,1.5740000009536743,20194500,1.5740000009536743,1.537399995326996,1.5963111360867819,1.7187333297729492
2011-02-28,1.6066670417785645,1.5666669607162476,1.5826669931411743,1.5926669836044312,15768000,1.5926669836044312,1.5406666994094849,1.5891556024551392,1.7121600103378296
2011-03-01,1.6213330030441284,1.5800000429153442,1.6033329963684082,1.5959999561309814,16596000,1.5959999561309814,1.5434000015258789,1.5844889362653096,1.7042266702651978
2011-03-02,1.6186670064926147,1.5820000171661377,1.5880000591278076,1.6013330221176147,9949500,1.6013330221176147,1.548800003528595,1.5808000365893047,1.6942000102996826
